rijksmonumentnummer,eindlabel,onderzoeksstatus,beleidsdoorlaat,confidence,reden,uitsluiting_fragments,relatieve_waardering_fragments,constatering_fragments,vanwege_fragments
38019,constatering,contextueel_relevant,False,0.62,De tekst bevat alleen een neutrale beschrijving van het object zonder waarderings- of uitsluitingsformuleringen.,,,19e eeuws laag huis met rechte lijstgevel.,
510766,relatieve_waardering,inhoudelijk_relevant,True,0.96,"De tekst bevat expliciete waarderingsformules zoals ""Gebouw van ... belang"" en meerdere ""vanwege""-motiveringen.",,"Gebouw van cultuur-, architectuurhistorisch en stedenbouwkundig belang | vanwege de gaafheid van met name het exterieur | vanwege de zeldzaamheid van Nieuw Zakelijke bedrijfsarchitectuur in Salland",Later is het gebouw als laboratorium in gebruik genomen. | Het interieur is gewijzigd waarbij de indeling gehandhaafd is.,vanwege de stijl en kwaliteit van het ontwerp | vanwege de beeldbepalende ligging aan de Emmastraat | vanwege de gaafheid van met name het exterieur
10517,constatering,contextueel_relevant,False,0.74,"De tekst bevat alleen neutrale beschrijvingen van bouwdelen en kenmerken, zonder waardering, uitsluiting of 'vanwege'-formulering.",,,Boerderij waarvan het stalgedeelte wordt gedekt door een rieten schilddak | het dwarse woongedeelte eveneens door een rieten schilddak gedekt wordt | Negen - en zesruitsschuifvensters met luiken; dakkapel.,
21522,constatering,contextueel_relevant,False,0.78,"De tekst bevat alleen neutrale, beschrijvende kenmerken en jaartallen zonder waarderings- of uitsluitingsformuleringen.",,,Boerderij met houten geveltoppen; | houten topgevel aan de achterzijde overkragend op geprofileerde consoles. | Gevelsteen 1704 en 1736.,
39233,constatering,contextueel_relevant,False,0.62,"De tekst bevat alleen een neutrale beschrijving van het object en datering, zonder waarderings- of uitsluitingsformuleringen.",,,"Haakvormig vakwerkcomplex, XVIII; met geschoord dakoverstek.",
37446,constatering,contextueel_relevant,False,0.62,"De tekst bevat uitsluitend neutrale, beschrijvende kenmerken van het gebouw zonder expliciete waardering, uitsluiting of 'vanwege'-formulering.",,,Boerderij van de Westerwoldse type | Lage zoldervensters. | Inrit in de voorgevel van de brede schuur.,
337504,constatering,contextueel_relevant,False,0.74,De tekst bevat een neutrale constatering over een later/gewijzigd onderdeel (verwijderde ventilatiekappen) zonder waarderende formulering of expliciete uitsluiting.,,,de oorspronkelijke ventilatiekappen inmiddels zijn verwijderd,
14611,constatering,contextueel_relevant,False,0.62,"De tekst bevat uitsluitend neutrale beschrijvingen van bouwtype en onderdelen, zonder waarderings- of uitsluitingsformules.",,,"19e eeuwse boerderij van het Saksische type, onder met pannen gedekt wolfdak. | Endkamer onder schilddak tegen de voorzijde. | In de voorgevel vensters met luiken en 12- en 15- ruitsramen.",
520966,geen,niet_relevant,False,0.93,"De tekst bevat alleen een bronvermelding en geen uitsluitingen, waarderingen, constateringen of 'vanwege'-formuleringen.",,,,
15647,constatering,contextueel_relevant,False,0.62,De tekst bevat alleen neutrale bouwkundige beschrijvingen zonder waarderings- of uitsluitingsformules.,,,BOERDERIJ van het gevorderde Oldambtster type | met dwars voorhuis met verdieping onder schilddak met twee hoekschoorstenen | Acht- en vierruitsvensters.,
6440,constatering,contextueel_relevant,False,0.74,"De tekst bevat alleen neutrale, beschrijvende constateringen over het complex en de gevelindeling, zonder waarderings- of uitsluitingsformules.",,,"Voormalig Brouwerij de Parel. | Complex (derde kwart zeventiende eeuw) bestaande uit drie werkhuisvleugels en een woonhuis, om een binnenplaats gegroepeerd, onder omlopend schilddak. | De vijf traveeën brede woonhuisgevel vormt aan de straatzijde een risaliet ten opzichte van de flankerende werkhuisgevels.",
527654,relatieve_waardering,inhoudelijk_relevant,True,0.93,"De tekst bevat expliciete waarderingsformules zoals ""van algemeen belang"" en meerdere opsommingen van waarden.",,De incomplete molen is van algemeen belang: | vanwege bouwtechnisch-historische waarden als herkenbaar en representatief relict van een ronde stenen korenmolen; | vanwege cultuurhistorische waarden als onderdeel van de geschiedenis van de graanmaalderijen van Nederland en de industriële ontwikkeling van Noord-Brabant en de plaatselijke geschiedenis;,"De molen is onttakeld, waarbij het wiekenkruis, de kap en het gaande werk werden verwijderd en de belt werd afgegraven. | De incomplete molen kreeg een functie als opslagruimte, maar dient thans als autostalling. | De uit vijf bouwlagen bestaande romp is vanaf de eerste verdieping bepleisterd en is voorzien van een puntdak.",De incomplete molen is van algemeen belang: | vanwege situationele waarden betreffende zijn ligging; | vanwege de gaafheid van de molenbiotoop.
15065,geen,niet_relevant,False,0.78,"De tekst bevat alleen een korte objectomschrijving zonder uitsluiting, waardering, constatering van latere onderdelen of een 'vanwege'-motivering.",,,,
23972,constatering,contextueel_relevant,False,0.62,"De tekst bevat alleen een neutrale beschrijving van het objecttype en de vorm, zonder waardering, uitsluiting of 'vanwege'-formulering.",,,"Boerderij, langhuis, zijbaander langgerekt huis met topgevel.",
515898,uitsluiting,inhoudelijk_relevant,True,0.99,De tekst bevat een expliciete uitsluitingsformulering dat motoren en pompen niet onder de rijksbescherming vallen.,(De bescherming van rijkswege geldt niet voor de motoren en de pompen.),"Het gemaal Vissering is van algemeen belang vanwege de cultuurhistorische, de architectuurhistorische en de stedenbouwkundige waarde. | Het gemaal heeft cultuurhistorische waarde omdat met de bouw ervan het einde van Urk als eiland en het begin van de Noordoostpolder werd gemarkeerd. | Het gemaal heeft tevens ensemblewaarde vanwege de bijzondere visuele en functionele samenhang tussen het gemaal en de andere onderdelen van het complex.","De rechtgesloten vensteropeningen zijn tegenwoordig voorzien van aluminium kozijnen, die de oorspronkelijke stalen kozijnen hebben vervangen. | De middelste, ijzeren schoorsteen is zeshoekig en sinds 1983 de opvolger van een bakstenen schoorsteen, die tegelijk met de plaatsing van een nieuwe dieselmotor in dat jaar werd vervangen. | De middelste motor is in 1983 vervangen door de huidige.","Het gemaal Vissering is van algemeen belang vanwege de cultuurhistorische, de architectuurhistorische en de stedenbouwkundige waarde. | Het gemaal heeft architectuurhistorische waarde vanwege de specifieke, voor de bouwtijd karakteristieke vormgeving, het materiaalgebruik en de constructie van de behuizing, vanwege de bijzondere inventaris en als karakteristiek werk binnen het oeuvre van een vooraanstaand bouwkundige; D. Roosenburg. | Het gemaal heeft tevens ensemblewaarde vanwege de bijzondere visuele en functionele samenhang tussen het gemaal en de andere onderdelen van het complex."
38064,constatering,contextueel_relevant,False,0.74,De tekst bevat uitsluitend neutrale bouwkundige en datering-beschrijvingen zonder waarderings- of uitsluitingsformules.,,,"Grote, 18e-eeuwse HOEVE, verbouwd in de eerste helft van de 19e eeuw. | Aan de noordzijde een aanbouw met verdieping en vensters met luiken en schuiframen met 12- en 16-ruitsroedenverdeling, 18e eeuw. | Stenen schuur met rieten wolfdak, midden 19e eeuw.",
517214,relatieve_waardering,inhoudelijk_relevant,True,0.96,"De tekst bevat expliciete waarderingsformules zoals ""van algemeen belang"" en ""heeft cultuur-historisch belang"".",,De looierij is van algemeen belang. | Het gebouw heeft cultuur-historisch belang als bijzondere uitdrukking van de sociaal-economische ontwikkeling van de leerindustrie en als voorbeeld van de typologische ontwikkeling van de looierijgebouwen. | Het interieur en exterieur zijn gaaf bewaard gebleven.,Daarachter is in 1943 een uitbreiding gerealiseerd. | rechts bevinden zich later aangebrachte rechthoekige ramen. | De tweelaagse verspringende bouwmassa van de achteraanbouw heeft een plat dak.,
35685,relatieve_waardering,inhoudelijk_relevant,True,0.62,De tekst bevat een waarderende formulering ('fraai gelegen') die een positieve betekenis toekent.,,Het geheel fraai gelegen aan groot vaarwater.,,
516698,relatieve_waardering,inhoudelijk_relevant,True,0.99,"De tekst bevat expliciete waarderingsformules zoals ""van algemeen belang"" en ""van ... belang"".",,Het woonhuis is van algemeen belang. | Het heeft cultuurhistorisch belang als bijzondere uitdrukking van de sociaal-economische ontwikkeling van West-Brabant | Het object is van architectuurhistorisch belang door de uiterst eenvoudige detaillering,"Omstreeks 1900 is aan de oostelijke zijde een varkensstal aangebouwd. | Omstreeks 1980 is het pand gerestaureerd, waarbij enkele vensters zijn vervangen. | Tegen de oostelijke gevel staat de voormalige varkensstal onder lessenaardak.",Het huis is van belang vanwege de architectonische gaafheid van het exterieur.
510999,relatieve_waardering,inhoudelijk_relevant,True,0.95,"De tekst bevat expliciete waarderingsformules zoals ""van algemeen ... belang"" en noemt waarderingscriteria (gaafheid, zeldzaamheid).",,"Boerderij van algemeen cultuur-, architectuurhistorisch en stedebouwkundig belang | vanwege de zeldzame combinatie van typologie (boerderij met bijna losgekoppeld villa-achtig woonhuis) en bouwstijl (traditionalisme) | de gaafheid",,vanwege de zeldzame combinatie van typologie (boerderij met bijna losgekoppeld villa-achtig woonhuis) en bouwstijl (traditionalisme) | vanwege de stijlvaste kwaliteit van het onwerp
34944,constatering,contextueel_relevant,False,0.62,"De tekst bevat alleen neutrale beschrijvingen en datering/jaartallen, zonder waarderings- of uitsluitingsformuleringen.",,,"Twee bakstenen hekpijlers met bekronende natuurstenen bollen, versierd met festoenen en gedateerd: 1650. | Brug voor het inrijhek met jaartallen 1650 en 1800.",
507332,uitsluiting,inhoudelijk_relevant,True,0.93,"De tekst bevat een expliciete uitsluiting van bescherming: ""Het niet nader te beschermen erf"".",Het niet nader te beschermen erf,"De boerderij is kenmerkend voor de schaalvergroting binnen het landbouwbedrijf van de Maatschappij. | Boerderij van cultuurhistorisch, architectuurhistorisch en stedebouwkundig belang | vanwege de ligging in een waardevol gebied.",,"Boerderij van cultuurhistorisch, architectuurhistorisch en stedebouwkundig belang vanwege de landbouwkundige ontwikkeling bij de Maatschappij van Weldadigheid | alsmede vanwege de ligging in een waardevol gebied."
37227,constatering,contextueel_relevant,False,0.74,"De tekst bevat een neutrale constatering over een later aangepaste gevel, zonder expliciete waardering of uitsluiting.",,,later tot topgevel gecompleteerde gevel,
30793,geen,niet_relevant,False,0.93,"De tekst bevat alleen een feitelijke objectomschrijving en een jaartal, zonder uitsluitingen, waarderingsformules, constateringen van latere onderdelen of 'vanwege'-formuleringen.",,,,
19958,constatering,contextueel_relevant,False,0.74,"De tekst bevat neutrale datering/beschrijving van onderdelen (midden XIX) zonder expliciete waardering, uitsluiting of 'vanwege'-formulering.",,,ramen midden XIX | deur met ovale panelen uit de bouwtijd | Zijgevels midden XIX.,
35291,relatieve_waardering,inhoudelijk_relevant,True,0.95,"De tekst kent expliciet monumentale waardering toe met de formule ""van algemeen belang"" en motiveert dit met architectuur- en cultuurhistorische waarde.",,Het object is van algemeen belang wegens architectuur- en cultuurhistorische waarde | als voorbeeld van een stolpboerderij in streek-eigen bouwtrant | als historisch-functioneel hoofdonderdeel van het boerderijcomplex aan de Hallerweg,,
39664,constatering,contextueel_relevant,False,0.62,"De tekst bevat alleen een neutrale beschrijving van het object en een kenmerk (twee toegangsdeuren) zonder expliciete waardering, uitsluiting of 'vanwege'-formule.",,,Eenvoudige 19e eeuwse boerderij met twee toegangsdeuren in de voorgevel.,
523809,geen,niet_relevant,False,0.93,"De tekst is een bibliografische verwijzing en bevat geen uitsluitingen, waarderingen, constateringen of 'vanwege'-formuleringen.",,,,
38274,constatering,contextueel_relevant,False,0.62,"De tekst bevat alleen neutrale, beschrijvende kenmerken en datering, zonder waarderings- of uitsluitingsformules.",,,Stolphoeve met links een uitbouwtje onder een met leien gedekt schilddak. | Zesruitsschuifvensters. | Ca. 1850.,
18791,constatering,contextueel_relevant,False,0.62,"De tekst bevat alleen neutrale beschrijvingen van type, bouwjaar en materiaal zonder waarderende of uitsluitende formuleringen.",,,in 1899 gebouwd | geheel van hout op stenen voet | Korenmolen,
39181,constatering,contextueel_relevant,False,0.62,De tekst bevat alleen neutrale beschrijvingen (materiaal/eeuw en witgeverfd) en geen expliciete waarderings- of uitsluitingsformuleringen.,,,"Hoeve van Kunradersteen, XVIII. | Witgeverfd. | Een geheel vormend met het buurnummer 35.",
9311,constatering,contextueel_relevant,False,0.74,"De tekst bevat alleen neutrale beschrijvingen van type, bouwperiode en kenmerken zonder waarderings- of uitsluitingsformuleringen.",,,"BOERDERIJ, waarvan het met een rieten schilddak gedekte woonhuis dwars op de stal gebouwd is. | Begin 19e eeuw. | Vensters met luiken en zesruitsramen.",
9359,relatieve_waardering,inhoudelijk_relevant,True,0.62,"De term ""schilderachtige"" kent een waarderend karakter toe aan de boerderij.",,"Kleine, schilderachtige boerderij (XVII ?)",,
510448,relatieve_waardering,inhoudelijk_relevant,True,0.93,"De tekst bevat expliciete waarderingsformules zoals ""van algemeen belang"" en ""wegens architectuur- en cultuurhistorische waarde"".",,die het monumentale karakter evenwel niet hebben geschaad | Het interieur van de woning is nog grotendeels origineel | is van algemeen belang wegens architectuur- en cultuurhistorische waarde als vrijwel gaaf gebleven voorbeeld,De achter- (Z) en de linkerzijde (O) hebben enige wijzigingen ondergaan | de tweede as vanaf rechts heeft een (vernieuwde) deur met bovenlicht | De linkerzijde heeft een (later aangebrachte) houten aanbouw,is van algemeen belang wegens architectuur- en cultuurhistorische waarde
528721,relatieve_waardering,inhoudelijk_relevant,True,0.95,"De tekst kent expliciet waardering toe met standaardformules zoals ""van algemeen belang"" en ""van cultuurhistorische waarde"".",,is van algemeen belang als toonbeeld van de vroege wederopbouw | vanwege de ensemblewaarde met betrekking tot de functionele en visuele relatie tussen de verschillende complexonderdelen | van cultuurhistorische waarde als onderdeel van het sanatorium dat bijdroeg aan het zelfvoorzienende karakter,,vanwege de ensemblewaarde met betrekking tot de functionele en visuele relatie tussen de verschillende complexonderdelen; | vanwege de grote mate van gaafheid; | vanwege de grote mate van herkenbaarheid;
29916,relatieve_waardering,inhoudelijk_relevant,True,0.62,De omschrijving bevat een expliciete waarderende kwalificatie ('Fraai') van het object.,,Fraai van de weg afgelegen boerderij,,
31704,constatering,contextueel_relevant,False,0.62,"De tekst bevat alleen een neutrale beschrijving en datering, zonder waardering, uitsluiting of 'vanwege'-formulering.",,,"Ronde, stenen korenmolen | gedateerd op een gevelsteen: 1735",
507333,relatieve_waardering,inhoudelijk_relevant,True,0.95,De tekst kent expliciet waardering toe met de formule 'van ... belang' en motiveert dit met 'vanwege'.,,"Hooischuur van cultuurhistorisch, architectuurhistorisch en stedebouwkundig belang | vanwege de landbouwkundige ontwikkeling binnen de Maatschappij van Weldadigheid, de typologie, de vormgeving en het materiaalgebruik | Uniek.",Rond 1910 is de boerderij door brand verwoest en kwam de huidige boerderij tot stand; de hooischuur is behouden gebleven.,"vanwege de landbouwkundige ontwikkeling binnen de Maatschappij van Weldadigheid, de typologie, de vormgeving en het materiaalgebruik alsmede vanwege de ligging in een waardevol gebied."
37530,constatering,contextueel_relevant,False,0.62,"De tekst bevat alleen een neutrale beschrijving van het object en noemt geen waardering, uitsluiting of 'vanwege'-formulering.",,,"Gepleisterde boerderij, dwarshuis, deels 17e eeuw, met riet gedekt, vooruitspringende vleugel.",
7491,relatieve_waardering,inhoudelijk_relevant,True,0.72,De tekst bevat een expliciete waarderende kwalificatie ('Fraai') voor een onderdeel.,,Fraai smeedijzeren inrijhek,blijkens een sluitsteen vernieuwd werd in 1790 | gedateerd uit 1840 | Koetshuis onder schilddak aan de overzijde van de weg; de muren door lisenen geleed.,
36804,constatering,contextueel_relevant,False,0.62,"De tekst bevat vooral neutrale, beschrijvende constateringen zonder expliciete waarderings- of uitsluitingsformules.",,,LANDHUIS bestaande uit twee evenwijdige vleugels van mergel | die vroeger door poort was afgesloten | links uit 1730,
530182,relatieve_waardering,inhoudelijk_relevant,True,0.98,"De tekst bevat expliciete waarderingsformules zoals ""van algemeen belang"" en meerdere ""vanwege""-waardetoekenningen.",,is in cultuurhistorisch opzicht van algemeen belang | -vanwege de historisch functionele waarde | -vanwege de ensemblewaarde,In de eerste helft van de 20ste eeuw werd de stal verbouwd tot woning. | De aan de straat gelegen voorgevel werd van gecementeerde speklagen voorzien. | Aan deze zijde voorts een dakkapel met 6-ruitsvenster onder met Oud-Hollandse pannen gedekt zadeldak.,-vanwege de ouderdom | -vanwege de ensemblewaarde | -vanwege de beeldbepalende waarde als uitdrukking van de historische verweving van de buitenplaats Sevenaer met de stad Zevenaar.
21163,relatieve_waardering,inhoudelijk_relevant,True,0.74,"De tekst kent expliciet waarderende termen toe aan onderdelen (""rijke"" gevel, ""belangrijk"" plafond).",,rijke 17e eeuwse GEVEL | belangrijk beschilderd plafond,,
405783,constatering,contextueel_relevant,False,0.78,"De tekst bevat neutrale constateringen over latere ingrepen (kopieën, aangebrachte luiken, vervangingen/restauratie) zonder expliciete waardering of uitsluiting.",,,(in jaren '50 van deze eeuw aangebrachte kopie door mevrouw Sondaar-Dobbelman) | Deze luiken in het begin van de jaren '70 aangebracht. | Deze gedeelten zijn tijdens de restauratie in het begin van de jaren '70 door de huidige bovenlichten vervangen.,
15722,geen,niet_relevant,False,0.78,"De tekst bevat alleen een korte objectaanduiding en datering zonder uitsluiting, waardering, constatering van moderne onderdelen of een 'vanwege'-formulering.",,,,
508172,relatieve_waardering,inhoudelijk_relevant,True,0.93,"De tekst kent expliciet waardering toe met de formule ""is van algemeen belang"".",,SCHUURTJE is van algemeen belang | - vanwege de ouderdom; | - vanwege het materiaalgebruik;,Houten aanbouwen voor opslag van recentere datum.,Waardering SCHUURTJE is van algemeen belang: | - vanwege de ouderdom; | - vanwege het materiaalgebruik;
508171,relatieve_waardering,inhoudelijk_relevant,True,0.93,"De tekst kent expliciete waardering toe met de formule ""is van algemeen belang"" en motiveert dit met meerdere ""vanwege""-redenen.",,Aanbouw van recente datum en om die reden voor de bescherming van ondergeschikt belang. | ORANJERIE is van algemeen belang: | als karakteristiek onderdeel;,Aanbouw van recente datum,vanwege de ouderdom; | vanwege de doelmatige vormgeving; | vanwege de functioneel-ruimtelijke relatie met de andere onderdelen van de buitenplaats.
528696,relatieve_waardering,inhoudelijk_relevant,True,0.93,"De tekst kent expliciet waardering toe met de formulering ""is van cultuurhistorisch en stedenbouwkundig belang"".",,is van cultuurhistorisch en stedenbouwkundig belang | behorend tot de historische buitenplaats Keppel | wegens de ouderdom,,wegens de ouderdom | wegens het type | wegens de functioneel ruimtelijke relatie tot de overige gebouwen op de buitenplaats
510628,relatieve_waardering,inhoudelijk_relevant,True,0.94,"De tekst kent expliciet waardering toe met de formule ""van cultuur- en architectuurhistorisch belang"".",,Theekoepel van cultuur- en architectuurhistorisch belang | de redelijke mate van gaafheid,Door verkaveling en verkoop van de tuin staat de theekoepel nu in de tuin van een na-oorlogse villa | De koepel is oorspronkelijk open geweest maar later dichtgezet met glaspuien.,Theekoepel van cultuur- en architectuurhistorisch belang vanwege:
508216,relatieve_waardering,inhoudelijk_relevant,True,0.96,"De tekst bevat expliciete waarderingsformules zoals ""van algemeen belang"" en meerdere ""vanwege""-waarderingsgronden.",,KOETSHUIS van algemeen belang | vanwege de architectonische vormgeving; | als karakteristiek en functioneel onderdeel van de buitenplaats;,Links daarvan is een klein daklicht van latere datum.,vanwege de functioneel-ruimtelijke relatie met de andere onderdelen van de buitenplaats.
511108,relatieve_waardering,inhoudelijk_relevant,True,0.95,"De tekst bevat expliciete waarderingsformules zoals ""van algemeen belang"" en noemt cultuurhistorische en architectuurhistorische waarden.",,Het KOETSHUIS is van algemeen belang | vanwege cultuurhistorisch en architectuurhistorisch waarden | zijnde een qua architectuur gaaf bewaard 19de-eeuws koetshuis,,vanwege cultuurhistorisch en architectuurhistorisch waarden
520322,relatieve_waardering,inhoudelijk_relevant,True,0.95,"De tekst bevat expliciete waarderingsformules zoals ""is van algemeen belang"" en ""gaaf bewaard voorbeeld"".",,is van algemeen belang | Als gaaf bewaard voorbeeld van een kleinschalige aanleg in vroege landschapsstijl | die kenmerkend is voor parken in 19de-eeuwse landschapsstijl in Nederland,met gemetselde bloembakken uit de jaren '30 van de 20ste eeuw | die thans (2001) ondermeer gebruikt wordt voor het houden van beelden-exposities | Volgens twee R.A.F.-luchtfoto's uit het begin van de jaren '40 van de 20ste eeuw was het park dichter met houtopstanden beplant als tegenwoordig,Vanwege het gaaf bewaard gebleven voorplein met toegangsbrug in de as van het huis; | Vanwege de karakteristieke perpectiefwerking in het parkgedeelte aan de westzijde | Vanwege de functioneel-ruimtelijke samenhang met de andere onderdelen van de buitenplaats.
17487,relatieve_waardering,inhoudelijk_relevant,True,0.86,"De tekst kent expliciete waardetoekenningen zoals ""belangrijke symboolwaarde"" en ""cultuurhistorische waarde"".",,waarbij de Gevangenpoort een belangrijke schakelfunctie vervult | met name het Binnenhofeen belangrijke symboolwaarde vertegenwoordigt | de cultuurhistorische waarde wordt gevormd door de historisch bepaalde vorm en parcellering,,vanwege de stedebouwkundige en historische samenhang en vanwege de architectuurhistorische verbintenis die tussen de beide hoven bestaat | Vanwege hun functie en ouderdom verdienen deze poorten bijzondere vermelding
508175,relatieve_waardering,inhoudelijk_relevant,True,0.93,"De tekst kent expliciet waardering toe met de formule ""is van algemeen belang"" en motiveert dit met ""vanwege""-redenen.",,is van algemeen belang | vanwege de doelmatige vormgeving | als functioneel onderdeel,,vanwege de doelmatige vormgeving
508173,relatieve_waardering,inhoudelijk_relevant,True,0.93,"De tekst kent expliciet waardering toe met de formule ""is van algemeen belang"" en onderbouwt dit met kenmerken.",,is van algemeen belang | vanwege de ensemblewaarde | als karakteristiek en functioneel onderdeel,,vanwege de ouderdom | vanwege de ensemblewaarde
508212,relatieve_waardering,inhoudelijk_relevant,True,0.95,"De tekst kent expliciet waardering toe met de formule ""van algemeen belang"" en noemt waarden zoals ornamentele waarde en ensemblewaarde.",,van algemeen belang | vanwege de ornamentele waarde | vanwege de ensemblewaarde,,vanwege de ornamentele waarde | vanwege de ensemblewaarde
508164,relatieve_waardering,inhoudelijk_relevant,True,0.94,"De tekst bevat expliciete waarderingsformules zoals ""is van algemeen belang"" en ""van belang"".",,is van algemeen belang | de vrij gaaf bewaard gebleven achttiende-eeuwse plattegrond van belang | vanwege de vrij gaaf bewaard gebleven 18de-eeuwse ruimte-indeling van het interieur,een vijfzijdige aanbouw (erker) uit 1884 | Hardstenen trap met negentiende-eeuwse leuning | Restauratie 1988.,Waardering HOOFDGEBOUW (Vechtoever) is van algemeen belang: - vanwege het 18de-eeuwse hoofdgebouw in sobere Hollands-classicistische stijl | - vanwege de vrij gaaf bewaard gebleven 18de-eeuwse ruimte-indeling van het interieur | - vanwege de functioneel-ruimtelijke relatie met de andere onderdelen.
35788,relatieve_waardering,inhoudelijk_relevant,True,0.78,"De tekst kent expliciet waardering toe via de formulering ""Karakteristieke ligging"".",,Karakteristieke ligging in de voormalige middentuin van de gesloopte buitenplaats.,"""Rozendal"", tot woning verbouwd koetshuis van het in 1868 afgebroken huis Ubbergen. | De grote vijver bij het huis vormt een restant van de vroeg 19e eeuwse tuinaanleg, die een 17e eeuwse verving, waarvan nog sporen in de parcelering van het terrein aanwezig zijn. | Datering midden 19e eeuw.",
508168,relatieve_waardering,inhoudelijk_relevant,True,0.93,"De tekst kent expliciet waardering toe met de formule ""zijn van algemeen belang"" en motiveert dit met meerdere ""vanwege""-punten.",,VIER BORSTBEELDEN zijn van algemeen belang | - vanwege de ouderdom; | - vanwege de zeldzaamheidswaarde;,,Waardering VIER BORSTBEELDEN zijn van algemeen belang: | - vanwege de ouderdom; | - vanwege de gaafheid en materiaalgebruik;
405781,constatering,contextueel_relevant,False,0.74,"De tekst bevat neutrale, feitelijke constateringen (o.a. datering en herkomst) zonder expliciete waarderings- of uitsluitingsformules.",,,In een advertentie in de Oprechte Haerlemsche Courant uit 1804 wordt het hoofdgebouw van Oud Over beschreven als de 'moderne en gemaklyke Heeren-Huizinge' | kan het huidige hoofdgebouw op stilistische gronden in ca. 1800 gedateerd worden | Het hoofdgebouw is waarschijnlijk op fundamenten van een ouder huis gebouwd.,
23882,geen,niet_relevant,False,0.74,"De tekst bevat alleen een bouwkundige beschrijving zonder expliciete uitsluiting, waardering, constatering van moderne onderdelen of een 'vanwege'-formulering.",,,,
33757,constatering,contextueel_relevant,False,0.62,"De tekst bevat uitsluitend neutrale, beschrijvende bouwkundige constateringen zonder expliciete waardering, uitsluiting of 'vanwege'-formulering.",,,Rechthoekig bakstenen gebouw met zadeldak tussen twee topgevels | en een ronde hoektoren met speklagen van mergel. | Ankerjaartal 1596.,
510263,geen,niet_relevant,False,0.93,"De tekst bevat alleen een bibliografische verwijzing en geen formuleringen over bescherming, waardering, uitsluiting, constatering of 'vanwege'.",,,,
520321,relatieve_waardering,inhoudelijk_relevant,True,0.96,"De tekst bevat expliciete waarderingsformules zoals ""is van algemeen belang"" en ""Als gaaf bewaard voorbeeld"".",,is van algemeen belang | Als gaaf bewaard voorbeeld van een 17de eeuwse hofstede | Vanwege de gaaf bewaard gebleven ruimtelijke indeling en afwerking uit de 18de en 19de eeuw,,"Vanwege de eenvoudige, harmonieuze vormgeving; | Vanwege de functioneel-ruimtelijke relatie met de andere onderdelen van de buitenplaats; | Vanwege de kenmerkende ligging aan de Vecht;"
405782,relatieve_waardering,inhoudelijk_relevant,True,0.74,De tekst bevat expliciete waarderingsformuleringen (o.a. 'van ondergeschikte betekenis' en 'betrekkelijk zeldzaam').,,is voor de historische tuin- en parkaanleg van Oud Over van ondergeschikte betekenis | Als zodanig vormt de aanleg van Oud Over een beknopte en intieme aanleg in landschapsstijl | maar die tegenwoordig betrekkelijk zeldzaam is geworden,die door diverse aanplantingen vanaf 1920 door de toenmalige eigenaar C. Matthijsen gedeeltelijk werd gewijzigd | die waarschijnlijk vanaf de jaren '20 van deze eeuw door de toenmalige eigenaar C. Matthijsen zijn aangeplant | is meer in recente tijd aangelegd of gewijzigd,
405787,constatering,contextueel_relevant,False,0.78,De tekst noemt een modern onderdeel (zonnewijzer van recente datum) zonder waarderende formulering of uitsluiting.,,,waarop een zonnewijzer van recente datum.,
36780,constatering,contextueel_relevant,False,0.74,"De tekst bevat alleen neutrale, feitelijke beschrijvingen (materiaal, datering en situering) zonder waarderings- of uitsluitingsformules.",,,"Mergelstenen huis, hoofdzakelijk XVII | opgetrokken op de plaats van een oude muurtoren der stadsversterkingen",
8913,constatering,contextueel_relevant,False,0.74,De tekst bevat uitsluitend neutrale beschrijvingen van bouwdelen en inventaris zonder expliciete waarderings- of uitsluitingsformules.,,,"Het kerkje gesticht 1626 en vernieuwd 1858 | De pastorie heeft een omlijste ingang en vier zesruitsvensters beganegronds en vijf vierruitsvensters op de verdieping. | Mechanisch smeedijzeren torenuurwerk, 17e eeuw.",
521616,geen,niet_relevant,False,0.98,"De tekst bevat alleen het woord ""Goed"" en geen formuleringen die passen bij uitsluiting, relatieve waardering, constatering of vanwege.",,,,
38818,constatering,contextueel_relevant,False,0.74,"De tekst bevat neutrale constateringen over latere ingrepen en de staat van een onderdeel, zonder expliciete waardering of uitsluiting.",,,"Bij jongste restauratie aan de westzijde voorzien van twee steunberen. | Mechanisch torenuurwerk, B. Eijsbouts, staat buiten gebruik gesteld.",
7604,relatieve_waardering,inhoudelijk_relevant,True,0.9,"De tekst kent expliciete waardering toe aan het monument (o.a. ""bijzonder"" en ""interessant"").",,een bijzonder gebouw in het oeuvre van P.J.H. Cuypers | de inrichting bevat nog vele authentieke onderdelen en interieurstukken | Architectuurhistorisch is de kerk interessant,de oorspronkelijke pastorie is in de jaren '60 van deze eeuw gesloopt en heeft plaatsgemaakt voor een dagkapel,"vanwege de bescheiden, ingetogen schaal van het ontwerp | interessant vanwege de verwantschap die bestaat met de Noorse kerkbouw en tegelijkertijd met de inheemse boerderijbouw"
517849,geen,niet_relevant,False,0.93,"De tekst bevat alleen een archiefverwijzing en geen uitsluitingen, waarderingen, constateringen of 'vanwege'-formuleringen.",,,,
