rijksmonumentnummer,hoofdcategorie,adres,woonplaatsnaam,ai_heeft_uitsluiting,ai_heeft_relatieve_waardering,ai_heeft_constatering,ai_heeft_bescherming_vanwege,ai_fragment_uitsluiting,ai_fragment_relatieve_waardering,ai_fragment_constatering,ai_fragment_bescherming_vanwege,omschrijving
23882,"Kastelen, landhuizen en parken",Langbroekerdijk A 33,Langbroek,False,False,True,False,,,"WOONHUIS XVIII-XIX, grof-korrelig gepleisterd bakstenen gebouw onder afgewolfd pannen zadeldak. | In de voorgevel centraal een paneeldeur met bovenlicht en houten deuromlijsting; rechts twee negenruits schuifvensters met luiken en links kelder met opkamer verlicht door twee vierruits schuifvensters met luiken.",,"WOONHUIS XVIII-XIX, grof-korrelig gepleisterd bakstenen gebouw onder afgewolfd pannen zadeldak. In de voorgevel centraal een paneeldeur met bovenlicht en houten deuromlijsting; rechts twee negenruits schuifvensters met luiken en links kelder met opkamer verlicht door twee vierruits schuifvensters met luiken."
33757,"Kastelen, landhuizen en parken",Bornerweg 33,Limbricht,False,False,True,False,,,"Kasteel Grasbroek, gelegen op een omgracht terrein. | Rechthoekig bakstenen gebouw met zadeldak tussen twee topgevels, waarvan een gezwenkte contouren heeft, en een ronde hoektoren met speklagen van mergel. | Ankerjaartal 1596. | Eenvoudig hoeve van baksteen.",,"Kasteel Grasbroek, gelegen op een omgracht terrein. Rechthoekig bakstenen gebouw met zadeldak tussen twee topgevels, waarvan een gezwenkte contouren heeft, en een ronde hoektoren met speklagen van mergel. Ankerjaartal 1596. Eenvoudig hoeve van baksteen."
510263,"Kastelen, landhuizen en parken",Duinweg 33,Bosch en Duin,False,False,False,False,,,,,"R.K.M. Blijdenstein, Zeist, groei en bouw, Zeist 1984"
520321,"Kastelen, landhuizen en parken",Straatweg 33,Maarssen,False,True,True,True,,"De grijs marmeren schoorsteenmantel in het noordelijke vertrek is vrij vlak gedetailleerd en voorzien van een gesneden rocaillemotief, als zodanig vormt hij in het Empire interieur een dissonant element.","Het huis Vredenhoef werd gebouwd in de 17de eeuw, mogelijk in 1666. | De kapconstructie dateert uit de bouwtijd. | De 18de eeuwse plattegrond en indeling van het huis zijn op enkele kleine wijzigingen na intact. | De afwerking van de vertrekken op de bel-étage dateert van omstreeks 1800 en is nagenoeg intact.","Waardering HOOFDGEBOUW (Vredenhoef) is van algemeen belang: | - Vanwege de eenvoudige, harmonieuze vormgeving; | - Als gaaf bewaard voorbeeld van een 17de eeuwse hofstede welke zich in de 18de en 19de eeuw ontwikkelde tot een classicistisch Vechtbuiten; | - Vanwege de gaaf bewaard gebleven ruimtelijke indeling en afwerking uit de 18de en 19de eeuw; | - Vanwege de functioneel-ruimtelijke relatie met de andere onderdelen van de buitenplaats; | - Vanwege de kenmerkende ligging aan de Vecht; | - Als onderdeel van de buitenplaatsenaanleg langs de Vecht.","HOOFDGEBOUW (Vredenhoef). Het huis Vredenhoef werd gebouwd in de 17de eeuw, mogelijk in 1666, op de westelijke oever van de Utrechtse Vecht. Het geheel onderkelderde, uit rode baksteen opgetrokken hoofdgebouw, heeft een rechthoekige plattegrond en bestaat uit één bouwlaag en een zolder onder een met oud-Hollandse pannen gedekt, afgeplat schilddak (oorspronkelijk omlopend schilddak met zakgoot). Het dak is voorzien van vier schoorstenen, die zich bevinden op de nokeinden. De kapconstructie dateert uit de bouwtijd. De gevels worden afgesloten met een eenvoudige omlopende gootlijst. De symmetrische voor- en achtergevel zijn zeven traveeën breed en voorzien van meerruitsschuifvensters in empirestijl, op het niveau van het souterrain zijn dit dubbele meerruitsdraairamen. De voorgevel heeft een verhoogde middenpartij van drie traveeën breed. Deze middenpartij is voorzien van een steekkap, waarvan de nok op gelijke hoogte ligt met de nok van de hoofdkap. De steekkap wordt aan de voorzijde afgesloten door een decoratief tympaan, waarin een rond venster met kruisvormige roedenverdeling is opgenomen. Ter weerszijden van de middenpartij wordt het dak bekroond door een balustrade met krakeling- of cirkelmotief. De centrale ingangspartij, bestaande uit een dubbele toegangsdeur met ornamenteel bovenlicht, omlijst door een eenvoudige pilasterstelling met hoofdgestel, wordt voorafgegaan door een zes treden tellende, hardstenen bordestrap. In de zijgevels een enkel meerruitsschuifvenster en vensters op souterrainniveau. In de achtergevel dubbele meerruitsdraairamen op souterrainniveau en enigszins onregelmatig geplaatste schuifvensters ter hoogte van de bel-étage. Tegen het midden van de achtergevel bevindt zich een lage aanbouw met een plat dak waarin de achteringang is opgenomen. Op het dak aan de voorzijde twee en aan de achterzijde drie dakkapellen met eenvoudige omlijsting en een meerruitsschuifvenster. De 18de eeuwse plattegrond en indeling van het huis zijn op enkele kleine wijzigingen na intact. De wijzigingen betreffen met name aanpassingen die gescheiden gebruik van het huis door twee verschillende partijen mogelijk maakt, zo is bijvoorbeeld de routing van de trap enigszins veranderd. In het souterrain bevindt zich in de noordwestelijke hoek van het huis de met witjes betegelde keuken waarin nog een aanrecht en servieskast uit de 18de of 19de eeuw. De afwerking van de vertrekken op de bel-étage dateert van omstreeks 1800 en is nagenoeg intact. De vestibule en gang zijn voorzien van een wit marmeren vloer, gelegd in tegels van ca. 50 bij 50 cm, op een schelpenbed. De onderzijden van de deurposten in deze ruimtes zijn eveneens van marmer. De gang is gesitueerd achter de vestibule, op de middenas van het huis en komt uit op een klein vertrek aan de achterzijde. Ter weerszijden van de gang en gespiegeld in de middenas brede, aan de bovenzijde licht getoogde deuren. Enkele van deze deuren zijn schijndeuren, aangebracht voor de symmetrie. Aan de voorzijde van het huis zijn de beide vertrekken ter weerszijden van de vestibule voorzien van een houten gepaneelde lambrisering, eenvoudig stucplafond en haardpartijen bestaande uit een marmeren schouw waarboven een spiegel in een vergulde gesneden lijst. De grijs marmeren schoorsteenmantel in het noordelijke vertrek is vrij vlak gedetailleerd en voorzien van een gesneden rocaillemotief, als zodanig vormt hij in het Empire interieur een dissonant element. In alle vertrekken op de bel-étage zijn de binnenluiken van de vensters nog aanwezig. Het betreft voor het merendeel gepaneelde vouwluiken, de vensters in het zuidelijke vertrek aan de voorzijde zijn voorzien van schuifluiken. In het zuidelijke vertrek aan de achterzijde bevindt zich een kachelnis. Waardering HOOFDGEBOUW (Vredenhoef) is van algemeen belang: - Vanwege de eenvoudige, harmonieuze vormgeving; - Als gaaf bewaard voorbeeld van een 17de eeuwse hofstede welke zich in de 18de en 19de eeuw ontwikkelde tot een classicistisch Vechtbuiten; - Vanwege de gaaf bewaard gebleven ruimtelijke indeling en afwerking uit de 18de en 19de eeuw; - Vanwege de functioneel-ruimtelijke relatie met de andere onderdelen van de buitenplaats; - Vanwege de kenmerkende ligging aan de Vecht; - Als onderdeel van de buitenplaatsenaanleg langs de Vecht."
405782,"Kastelen, landhuizen en parken",Oud Over 33,Loenen aan de Vecht,True,True,True,False,en is voor de historische tuin- en parkaanleg van Oud Over van ondergeschikte betekenis.,maar die tegenwoordig betrekkelijk zeldzaam is geworden.,"De historische tuin- en parkaanleg van Oud Over beslaat al sinds ca. 250 jaar hetzelfde langwerpige tussen de Vecht en de openbare weg (Oud Over) gelegen grondoppervlak. | Omstreeks 1800 waren op Oud Over reeds slingerbosjes aanwezig (vgl. advertentie Oprechte Haerlemsche Courant, 1804). | Van deze bosjes zijn wellicht enkele oude beuken en eiken aan de ZW-zijde van de parkaanleg bewaard gebleven. | die vermoedelijk in de loop van de 19e eeuw werd gerealiseerd en die door diverse aanplantingen vanaf 1920 door de toenmalige eigenaar C. Matthijsen gedeeltelijk werd gewijzigd. | Enkele slingerpaden aan de ZW-zijde van het terrein dateren waarschijnlijk uit de 19e eeuw. | Het is niet geheel duidelijk of het oogvormige gazon in de 19e eeuw of in de jaren '20 van deze eeuw is aangelegd. | die vermoedelijk in de tijd van de bouw van het hoofdgebouw zijn geplant, zo ze niet tot een oudere fase van de aanleg van Oud Over behoren. | die waarschijnlijk vanaf de jaren '20 van deze eeuw door de toenmalige eigenaar C. Matthijsen zijn aangeplant. | en dateert vermoedelijk evenals de eerstgenoemde oprit uit de in de loop van de 19e eeuw gerealiseerde aanleg in landschapsstijl. | Wellicht dateert ook de berceau van appels en peren ten noordoosten van het huis uit deze fase van de aanleg, zo deze niet in de jaren '20 van deze eeuw is aangeplant. | De aanleg van een gazon met kleine vijver in landschapsstijl, die deels door deze berceau wordt omgeven, is meer in recente tijd aangelegd of gewijzigd.",,"HISTORISCHE TUIN EN- PARKAANLEG. De historische tuin- en parkaanleg van Oud Over beslaat al sinds ca. 250 jaar hetzelfde langwerpige tussen de Vecht en de openbare weg (Oud Over) gelegen grondoppervlak. Omstreeks 1800 waren op Oud Over reeds slingerbosjes aanwezig (vgl. advertentie Oprechte Haerlemsche Courant, 1804). Van deze bosjes zijn wellicht enkele oude beuken en eiken aan de ZW-zijde van de parkaanleg bewaard gebleven. Deze eiken en beuken vormen tesamen met diverse heesters en naaldbomen een besloten partij, die in glooiende lijn de begrenzing aan de zuid- en ZW-zijde van het gazon bepaalt, dat aan de ZW-zijde van het hoofdgebouw grenst. Dit gazon behoort met het voorplein voor het hoofdgebouw tot de open ruimten van de aanleg in landschapsstijl op Oud Over, die vermoedelijk in de loop van de 19e eeuw werd gerealiseerd en die door diverse aanplantingen vanaf 1920 door de toenmalige eigenaar C. Matthijsen gedeeltelijk werd gewijzigd. Enkele slingerpaden aan de ZW-zijde van het terrein dateren waarschijnlijk uit de 19e eeuw. De open ruimte, die aan de ZW-zijde van het huis gelegen is, bestaat uit een oogvormig gazon, dat qua vormgeving een sterk vergrote vlakkie projectie is van het oogvormige profiel van het loodrecht er tegenover gesitueerde bovenlicht van de ingangspartij van het hoofdgebouw. Het is niet geheel duidelijk of het oogvormige gazon in de 19e eeuw of in de jaren '20 van deze eeuw is aangelegd. Voor het hoofdgebouw aan het voorplein staan twee linden,die vermoedelijk in de tijd van de bouw van het hoofdgebouw zijn geplant, zo ze niet tot een oudere fase van de aanleg van Oud Over behoren. Het voorplein is te bereiken via de oprit, waarvan het begin van zijn slingerende verloop door een 19de-eeuws toegangshek wordt gemarkeerd. Oprit en voorplein worden omgeven door groenblijvende heesters (o.a. Rhododendrons) en bomen (naaldhout), die waarschijnlijk vanaf de jaren '20 van deze eeuw door de toenmalige eigenaar C. Matthijsen zijn aangeplant. De tweede oprit van Oud Over, die meer in noordoostelijke richting is gelegen, heeft eveneens een slingerend verloop en dateert vermoedelijk evenals de eerstgenoemde oprit uit de in de loop van de 19e eeuw gerealiseerde aanleg in landschapsstijl. Wellicht dateert ook de berceau van appels en peren ten noordoosten van het huis uit deze fase van de aanleg, zo deze niet in de jaren '20 van deze eeuw is aangeplant. De aanleg van een gazon met kleine vijver in landschapsstijl, die deels door deze berceau wordt omgeven, is meer in recente tijd aangelegd of gewijzigd en is voor de historische tuin- en parkaanleg van Oud Over van ondergeschikte betekenis. Als zodanig vormt de aanleg van Oud Over een beknopte en intieme aanleg in landschapsstijl, die als type in de 19e eeuw op meer Vecht-buitens kon worden aangetroffen, maar die tegenwoordig betrekkelijk zeldzaam is geworden."
405787,"Kastelen, landhuizen en parken",Oud Over 33,Loenen aan de Vecht,False,False,True,False,,,Hardstenen voluutvormige zonnewijzersokkel uit ca. 1750 in Lodewijk XV-stijl | De sokkel is centraal op het gazon ten zuidwesten van het hoofdgebouw opgesteld.,,"ZONNEWIJZERSOKKEL. Hardstenen voluutvormige zonnewijzersokkel uit ca. 1750 in Lodewijk XV-stijl, waarop een zonnewijzer van recente datum. De sokkel is centraal op het gazon ten zuidwesten van het hoofdgebouw opgesteld."
36780,"Kastelen, landhuizen en parken",Kerkstraat 33,Valkenburg,False,False,True,False,,,"Mergelstenen huis, hoofdzakelijk XVII",,"Huis De Halder. Mergelstenen huis, hoofdzakelijk XVII, opgetrokken op de plaats van een oude muurtoren der stadsversterkingen"
8913,Religieuze gebouwen,Voorstraat 33,Oudeschans,False,False,True,False,,,"Rechthoekig kerkgebouw tegen welke oostzijde de pastorie is gebouwd. | Het kerkje gesticht 1626 en vernieuwd 1858 heeft een houten gewelf dat op beschilderde consoles rust. | Voorts eenvoudige preekstoel met snijwerk, koperen zandloperhouder en twee kaarsenhouders; eenvoudige banken met blakers en knoppen op de zijden. | Op de galerij een geschilderde voorstelling van een orgelfront. | De pastorie heeft een omlijste ingang en vier zesruitsvensters beganegronds en vijf vierruitsvensters op de verdieping. | Mechanisch smeedijzeren torenuurwerk, 17e eeuw.",,"N.H. Kerk en pastorie. Rechthoekig kerkgebouw tegen welke oostzijde de pastorie is gebouwd. Het kerkje gesticht 1626 en vernieuwd 1858 heeft een houten gewelf dat op beschilderde consoles rust. Voorts eenvoudige preekstoel met snijwerk, koperen zandloperhouder en twee kaarsenhouders; eenvoudige banken met blakers en knoppen op de zijden. Op de galerij een geschilderde voorstelling van een orgelfront. De pastorie heeft een omlijste ingang en vier zesruitsvensters beganegronds en vijf vierruitsvensters op de verdieping. Mechanisch smeedijzeren torenuurwerk, 17e eeuw."
521616,Religieuze gebouwen,Oude Markt 33,Sittard,False,False,False,False,,,,,Goed
38818,Religieuze gebouwen,Dorpsring 33,Noordwelle,True,False,True,False,"Mechanisch torenuurwerk, B. Eijsbouts, staat buiten gebruik gesteld.",,"Overhellende bakstenen westtoren | vierkant onderstuk, midden XV | achtkante bovenbouw, midden XVI | achtkante spits | Bij jongste restauratie aan de westzijde voorzien van twee steunberen | Klokkenstoel met klok van anonieme gieter uit de 15de eeuw, diam. 91 cm.",,"Kerktoren. Overhellende bakstenen westtoren; vierkant onderstuk, midden XV. overgaand in een achtkante bovenbouw, midden XVI, met achtkante spits. Bij jongste restauratie aan de westzijde voorzien van twee steunberen. Klokkenstoel met klok van anonieme gieter uit de 15de eeuw, diam. 91 cm. Mechanisch torenuurwerk, B. Eijsbouts, staat buiten gebruik gesteld."
7604,Religieuze gebouwen,Kardinaal de Jongweg 33,Nes,False,True,True,True,,"een bijzonder gebouw in het oeuvre van P.J.H. Cuypers vanwege de bescheiden, ingetogen schaal van het ontwerp.",De inrichting bevat nog vele authentieke onderdelen en interieurstukken die de ontstaanstijd op inzichtelijke wijze documenteren | de oorspronkelijke pastorie is in de jaren '60 van deze eeuw gesloopt en heeft plaatsgemaakt voor een dagkapel,Architectuurhistorisch is de kerk interessant vanwege de verwantschap die bestaat met de Noorse kerkbouw en tegelijkertijd met de inheemse boerderijbouw,"- In uitvoering en inrichting is de kerk uit 1878 een bijzonder gebouw in het oeuvre van P.J.H. Cuypers vanwege de bescheiden, ingetogen schaal van het ontwerp. - De inrichting bevat nog vele authentieke onderdelen en interieurstukken die de ontstaanstijd op inzichtelijke wijze documenteren (o.a. een beeldje van de Goede Herder uit 1888; een beeld van St. Jozef uit 1889, gebrandschilderde ramen van H.H. Joachim en Anna uit 1889 en vensters in het koor uit 1897 met voorstellingen van de aartsengelen). - Architectuurhistorisch is de kerk interessant vanwege de verwantschap die bestaat met de Noorse kerkbouw en tegelijkertijd met de inheemse boerderijbouw (de oorspronkelijke pastorie is in de jaren '60 van deze eeuw gesloopt en heeft plaatsgemaakt voor een dagkapel)."
517849,Religieuze gebouwen,Prins de Lignestraat 33,Geleen,False,False,False,False,,,,,"Gemeente Archief Geleen, Bouwvergunningen op adres."
38101,Religieuze gebouwen,Kerkstraat 33,Wilp,False,False,True,False,,,"Witgepleisterd huis met verdieping en schilddak, tweede kwart 19e eeuw. | Middenrisaliet met eenvoudige deuromlijsting, gesneden dubbele deur en bovenlicht met zwikversieringen. | Smeedijzeren lantaarn naast de deur. | In de parterre zesruitsschuiframen. | In de verdiepingsvensters vierruitsschuiframen.",,"Herv. pastorie. Witgepleisterd huis met verdieping en schilddak, tweede kwart 19e eeuw. Middenrisaliet met eenvoudige deuromlijsting, gesneden dubbele deur en bovenlicht met zwikversieringen. Smeedijzeren lantaarn naast de deur. In de parterre zesruitsschuiframen. In de verdiepingsvensters vierruitsschuiframen."
18618,Religieuze gebouwen,Oude Boteringestraat 33,Groningen,False,False,True,False,,,Zaalgebouw uit 1815 met ingangspartij achter de rooilijn van de Oude Boteringestraat.,,Doopsgezinde Kerk. Zaalgebouw uit 1815 met ingangspartij achter de rooilijn van de Oude Boteringestraat. Omlijste ingangspartij van halfrond gesloten deuren en vensters erboven.
524775,Religieuze gebouwen,Mariadal 33,Venlo,True,True,True,True,de voormalige kloosterboerderij : deze is in 1982 ingrijpend verbouwd en blijft buiten de bescherming.,Het Klooster Mariadal is in redelijk hoge mate gaaf bewaard gebleven en is in cultuurhistorisch en typologisch opzicht zeldzaam.,"Het klooster Mariadal of ""Klein Marienthal"" werd einde 19de eeuw ten tijde van de Kulturkampf door Duitse zusters gesticht. | De bouwgeschiedenis begint omstreeks 1881 met een verblijfsvleugel en kloosterkapel (noordzijde). | In 1889 wordt de rectoraatswoning gebouwd in het verlengde van de kloosterkapel. | In 1902 wordt haaks op de bestaande vleugel in oostelijke richting de grote buitenkapel gebouwd naar ontwerp van architect Baeten uit Roermond. | De zuid-, west- en een gedeelte van de noordvleugel dateren eveneens van omstreeks 1900. | De BUITENKAPEL dateert uit 1902 en werd gebouwd naar ontwerp van architect Baeten uit Roermond. | De OUDE KAPEL dateert uit 1882. | De RECTORAATSWONING dateert uit 1889 en werd gebouwd in de stijl van de Hollandse Neorenaissance. | Een groot deel van deze vleugel is intern verbouwd tot appartementen: hiervoor is de oorspronkelijke indeling aangepast; sommige tussenmuren zijn verwijderd.","Het voormalige klooster Mariadal is van algemeen belang vanwege het geheel van navolgende waarden. | Het voormalig klooster Mariadal is van cultuurhistorisch belang als voorbeeld van klooster voor zusters Dominicanessen en daarmee van belang voor de religieuze geschiedenis. | De architectuurhistorische waarden worden bepaald door de geornamenteerde rijke baksteenarchitectuur, de bouwstijl, de betrokkenheid van architect Baeten en de kwaliteit van het exterieur en delen van het interieur. | Als voorbeeld van een Kulturkampfklooster bezit Mariadal religieus-historische waarde.","Inleiding Het klooster Mariadal of ""Klein Marienthal"" werd einde 19de eeuw ten tijde van de Kulturkampf door Duitse zusters gesticht. Het was tot 1982 het enige klooster van de Dominacanessen van de Tweede Orde (contemplatieven) in Nederland. De bouwgeschiedenis begint omstreeks 1881 met een verblijfsvleugel en kloosterkapel (noordzijde). In 1889 wordt de rectoraatswoning gebouwd in het verlengde van de kloosterkapel. In 1902 wordt haaks op de bestaande vleugel in oostelijke richting de grote buitenkapel gebouwd naar ontwerp van architect Baeten uit Roermond. De buitenkapel was ook bedoeld voor plaatselijke dorpsgemeenschap. De zuid-, west- en een gedeelte van de noordvleugel dateren eveneens van omstreeks 1900. Aan de zuidzijde staat de voormalige kloosterboerderij : deze is in 1982 ingrijpend verbouwd en blijft buiten de bescherming. Omschrijving Kloostergebouw bestaande uit vier vleugels in carrévorm met twee kloosterkapellen. Het toegepaste bouwmateriaal is baksteen en natuursteen. De zadeldaken zijn met leien gedekt. De BUITENKAPEL dateert uit 1902 en werd gebouwd naar ontwerp van architect Baeten uit Roermond. Entreepartij straatzijde met kerkdeuren met smeedijzeren beslag; spitsboogvormig bovenlicht met tracering. Hoog driedelig glas in lood raam aan bovenzijde kerkdeur. Topgevel met spitsboogvormige spaarvelden; steunberen. Zijgevels met hoge glas-in-lood ramen tussen steunberen. Zadeldak met leien en klokkentorentje. Interieur met orgeltribune voorzien van nieuwe leuning. kapelvloer vernieuwd omstreks 1990; plafond met kruisribgewelven; lisenen in de zijwanden met pilasters en acanthusbekroning; in de kopgevel aan de binnenhofzijde een groot glas-in-lood raam naar ontwerp van F. Nicolas uit 1907. Deze gevel van de kapel heeft een trapgevel. De OUDE KAPEL dateert uit 1882: exterieur met spitsboogvormige glas in lood ramen met tracering in baksteen. Zadeldak met leien; dakruiter; kleine dakkapellen. De RECTORAATSWONING dateert uit 1889 en werd gebouwd in de stijl van de Hollandse Neorenaissance. Voorgevel met deur en vensters met hardstenen dorpels; speklagen. Interieur met zogenoemde bisschopskamer met stuc rozet en schouw met marmeren haardlijst; trappenhuis met autentieke plavuizenvloer en houten trap met spijlen. KLOOSTERVLEUGEL ZUIDZIJDE Exterieur: hoge kloostermuur met ezelsrug; gevels met kruiskozijnnen; hardstenen dorpels; dakkapellen. In de topgevel spitsboogvormige spaarvelden. Ingangspartij is omstreeks 1990 vernieuwd; interieur is qua structuur grotendeels in tact. De rondlopende kloostergang met plafond met kruisgewelven; in de wanden aan de binnenhof glas-in-lood ramen; authentieke paneeldeuren. KLOOSTERVLEUGEL WESTZIJDE Exterieur met verbouwingssporen; twee torenvormige uitbouwen. Interieur vrijwel identiek aan zuidvleugel. KLOOSTERVLEUGEL NOORDZIJDE Een groot deel van deze vleugel is intern verbouwd tot appartementen: hiervoor is de oorspronkelijke indeling aangepast; sommige tussenmuren zijn verwijderd. De kloostergang loopt in dit bouwdeel niet meer verder; wel zijn de kruisgewelven nog aanwezig . De structuur van deze vleugel is op hoofdlijnen in tact. Waardering Het voormalige klooster Mariadal is van algemeen belang vanwege het geheel van navolgende waarden. Het voormalig klooster Mariadal is van cultuurhistorisch belang als voorbeeld van klooster voor zusters Dominicanessen en daarmee van belang voor de religieuze geschiedenis. De architectuurhistorische waarden worden bepaald door de geornamenteerde rijke baksteenarchitectuur, de bouwstijl, de betrokkenheid van architect Baeten en de kwaliteit van het exterieur en delen van het interieur. Het Klooster Mariadal werd destijds gebouwd op geruime afstand van de stad, waardoor er een min of meer gesloten leefgemeenschap werd gecreëerd. Dit maakt de situering langs de Schoolweg van belang. Het Klooster Mariadal is in redelijk hoge mate gaaf bewaard gebleven en is in cultuurhistorisch en typologisch opzicht zeldzaam. Als voorbeeld van een Kulturkampfklooster bezit Mariadal religieus-historische waarde."
514585,Religieuze gebouwen,Dorpstraat 33,Beekbergen,False,True,True,True,,Van architectuurhistorische waarde als goed en vrij gaaf bewaard gebleven voorbeeld van een villa met ornamentiek beïnvloed door het neoclassicisme en de neorenaissance.,Het pand is vermoedelijk gebouwd in de periode 1890-1900 in een eclectische bouwstijl waarin elementen van het neoclassicisme en de neorenaissance zijn verwerkt. | Het INTERIEUR bevat onder meer een trap met gedraaide balusters en een rijke trappaal en in diverse ruimtes stucplafonds met perklijsten en rijke middenornamenten.,"Van stedenbouwkundige waarde door de situering aan de Dorpsstraat in een ruim opgezette tuin en naast de teruggelegen kerk. | Van cultuurhistorische waarde vanwege de functie, welke verbonden is met een historische en religieuze ontwikkeling.","Inleiding PASTORIE behorende bij de naastgelegen Nederlandse Hervormde Kerk (HH Fabianus en Sebastianus) aan de Dorpsstraat te Beekbergen. De pastorie wordt ontsloten vanaf de Dorpsstraat, de kerk vanaf de Kerkstraat. Het pand is vermoedelijk gebouwd in de periode 1890-1900 in een eclectische bouwstijl waarin elementen van het neoclassicisme en de neorenaissance zijn verwerkt. Omschrijving Het in kruisverband gemetselde, bakstenen pand is opgetrokken op nagenoeg rechthoekige grondslag en telt twee bouwlagen onder een met gesmoorde tuiles du Nord gedekt, afgeplat schilddak. De achtergevel bevat rechts een bouwdeel over twee bouwlagen, links een bouwdeel dat niet in het vlak van de rechter zijgevel ligt en trapsgewijs naar rechts verhoogt van één naar anderhalve bouwlaag onder lessenaarsdaken. Hierboven gaat de teruggelegen gevel op tot het hoofdgestel. Als gevolg hiervan heeft het dak een L-vorm. De gevels worden afgesloten met een hoofdgestel met houten kroonlijst waarachter zich de bakgoot bevindt. De gevels hebben gepleisterde onderdelen: een plint, hoekpilasters, speklagen ter hoogte van de onder- en de wisseldorpels, een cordonlijst op de verdieping, sluit- en aanzetstukken en een fries en architraaf als onderdeel van het hoofdgestel. De pilasters zijn op de begane grond door schijnvoegen onderverdeeld in blokken, op de verdieping hebben ze spiegels. De sluitstenen hebben diamantkoppen. Alle bovenlichten zijn bezet met kathedraalglas-in-lood. De vensters worden ontlast door een anderhalf steens strek. Alle persiennes voor de vensters zijn verwijderd. De symmetrisch ingedeelde VOORGEVEL bevat in het midden een gepleisterde risaliet, door schijnvoegen onderverdeeld in blokken. Het risaliet heeft op de begane grond een portiek met dubbele paneeldeur met elk een glaspaneel achter siersmeedwerk. Voor de deur een hardstenen stoep. Boven de deur een enkelruits bovenlicht. De verdieping heeft een balkon met houten balustrade met gedraaide balusters, rustend op geprofileerde consoles. Het balkon is toegankelijk via een 2-ruits stolpdeur met bovenlicht. De gevel heeft zowel links als rechts van het risaliet op beide bouwlagen twee T-vensters. Boven het risaliet een dakkapel met 2-ruits stolpraam met bovenlicht. Het venster is gevat tussen houten pilasters. De dakkapel wordt bekroond met een fronton. De LINKER ZIJGEVEL bevat op de begane grond links een T-venster en rechts een 2-ruits stolpdeur met bovenlicht. De verdieping heeft twee 2-ruits stolpvensters met bovenlicht. Het rechter deel van de ACHTERGEVEL bevat op de begane grond een T-venster. Het linker deel bevat op de begane grond links een deur en rechts daarvan drie enkelruits vensters van ongelijke grootte achter diefijzers. De verdieping heeft eveneens een enkelruits venster achter diefijzers. Het terugliggende deel heeft een 2-ruits venster. De RECHTER ZIJGEVEL bevat op beide bouwlagen twee 2-ruits stolpvensters met bovenlicht. Het rechter venster op de begane grond is ingekort ten gevolge van de plaatsing van een (hoger) aanrecht. Het INTERIEUR bevat onder meer een trap met gedraaide balusters en een rijke trappaal en in diverse ruimtes stucplafonds met perklijsten en rijke middenornamenten. Deze laatste zijn vrijwel zeker afkomstig van het bedrijf Silberling &; Zoon te Amsterdam-Sloterdijk. Waardering In eclectische stijl gebouwde PASTORIE uit ca. 1890-1900 waarin invloeden van het neoclassicisme en de neorenaissance zijn verwerkt. - Van architectuurhistorische waarde als goed en vrij gaaf bewaard gebleven voorbeeld van een villa met ornamentiek beïnvloed door het neoclassicisme en de neorenaissance. Het blokvormige pand heeft een sterke ensemblewaarde in samenhang met de naastgelegen kerk. - Van stedenbouwkundige waarde door de situering aan de Dorpsstraat in een ruim opgezette tuin en naast de teruggelegen kerk. Het pand vormt een oorspronkelijk onderdeel van deze omgeving en is van belang voor de instandhouding van het historisch gegroeide karakter daarvan. - Van cultuurhistorische waarde vanwege de functie, welke verbonden is met een historische en religieuze ontwikkeling."
38778,Religieuze gebouwen,Burghse Ring 33,Burgh-Haamstede,False,False,True,False,,,"Bakstenen westtoren van een geleding, gelijktijdig met de kerk in XVII opgetrokken; vernieuwd na oorlogsverwoesting. | Ingangspoort met beeldhouwwerk d.d. 1948.",,"Kerktoren. Bakstenen westtoren van een geleding, gelijktijdig met de kerk in XVII opgetrokken; vernieuwd na oorlogsverwoesting. Vooruitspringende omgang waarboven een achtkant met open koepel en achtkante spitsje. Ingangspoort met beeldhouwwerk d.d. 1948."
